Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
25.09.2023;CEST;06:45;07:00;MW;64,480;44,661;6,351;190,342;305,834;0,332;0,015;3,190;0,000;3,537;0
25.09.2023;CEST;07:00;07:15;MW;4,153;0,703;0,744;6,782;12,382;7,170;1,932;3,990;3,531;16,623;0
25.09.2023;CEST;07:15;07:30;MW;0,187;0,184;0,259;9,660;10,290;17,799;5,631;3,042;26,231;52,703;0
25.09.2023;CEST;07:30;07:45;MW;0,438;3,108;0,629;13,344;17,519;0,824;1,328;2,700;0,176;5,028;0
25.09.2023;CEST;07:45;08:00;MW;41,269;2,824;6,441;192,437;242,971;28,029;10,656;3,630;60,222;102,537;0
25.09.2023;CEST;08:00;08:15;MW;134,378;16,500;2,629;130,845;284,352;2,500;1,552;2,977;6,048;13,077;0
25.09.2023;CEST;08:15;08:30;MW;11,543;11,350;2,596;74,185;99,674;4,653;0,230;2,858;0,288;8,029;0
25.09.2023;CEST;08:30;08:45;MW;26,285;11,252;9,292;27,686;74,515;31,055;2,856;3,051;59,194;96,156;0
25.09.2023;CEST;08:45;09:00;MW;5,076;0,565;0,311;3,865;9,817;14,358;3,152;3,017;20,715;41,242;0
25.09.2023;CEST;09:00;09:15;MW;51,900;14,730;0,685;81,949;149,264;2,639;0,143;2,684;0,665;6,131;0
25.09.2023;CEST;09:15;09:30;MW;88,655;19,003;11,640;215,058;334,356;0,001;0,199;2,648;0,780;3,628;0
25.09.2023;CEST;09:30;09:45;MW;7,099;2,651;1,257;5,961;16,968;0,174;1,132;2,580;2,166;6,052;0
25.09.2023;CEST;09:45;10:00;MW;0,426;0,037;0,188;1,378;2,029;0,019;0,853;2,111;2,671;5,654;0
25.09.2023;CEST;10:00;10:15;MW;4,797;0,652;1,352;5,987;12,788;19,779;3,317;1,606;40,230;64,932;0
25.09.2023;CEST;10:15;10:30;MW;3,793;0,000;0,223;1,177;5,193;76,353;18,300;3,020;172,821;270,494;0
25.09.2023;CEST;10:30;10:45;MW;0,000;0,480;0,451;0,000;0,931;165,679;31,927;2,770;339,397;539,773;0
25.09.2023;CEST;10:45;11:00;MW;0,000;0,000;0,288;0,000;0,288;150,251;21,159;2,732;211,866;386,008;0
25.09.2023;CEST;11:00;11:15;MW;0,000;0,055;0,294;0,366;0,715;92,733;3,896;2,578;43,530;142,737;0
25.09.2023;CEST;11:15;11:30;MW;0,047;25,432;7,481;3,105;36,065;10,497;4,327;1,849;5,283;21,956;0
25.09.2023;CEST;11:30;11:45;MW;6,781;31,835;5,601;2,830;47,047;11,452;0,000;1,755;8,266;21,473;0
25.09.2023;CEST;11:45;12:00;MW;0,593;0,653;0,475;0,405;2,126;82,536;9,962;2,405;163,665;258,568;0
25.09.2023;CEST;12:00;12:15;MW;0,001;0,268;0,247;0,272;0,788;66,070;6,229;2,122;97,794;172,215;0
25.09.2023;CEST;12:15;12:30;MW;0,001;0,386;0,061;0,698;1,146;18,250;0,590;2,125;10,403;31,368;0
25.09.2023;CEST;12:30;12:45;MW;0,010;2,685;0,182;1,340;4,217;30,270;2,552;1,868;19,204;53,894;0
25.09.2023;CEST;12:45;13:00;MW;0,000;0,000;0,135;0,000;0,135;77,510;10,464;2,384;227,230;317,588;0
25.09.2023;CEST;13:00;13:15;MW;0,000;0,107;0,237;0,101;0,445;37,102;0,992;1,883;56,639;96,616;0
25.09.2023;CEST;13:15;13:30;MW;0,000;0,022;0,086;0,000;0,108;86,288;7,112;2,530;275,994;371,924;0
25.09.2023;CEST;13:30;13:45;MW;0,000;0,388;0,119;0,000;0,507;64,905;6,056;2,125;279,575;352,661;0
25.09.2023;CEST;13:45;14:00;MW;0,000;0,492;0,099;0,000;0,591;67,490;51,892;4,776;522,803;646,961;0
25.09.2023;CEST;14:00;14:15;MW;0,000;1,025;0,117;0,000;1,142;97,803;13,045;6,677;374,481;492,006;0
25.09.2023;CEST;14:15;14:30;MW;0,000;0,197;0,133;0,000;0,330;44,367;1,417;1,848;227,967;275,599;0
25.09.2023;CEST;14:30;14:45;MW;0,054;0,322;0,130;0,598;1,104;23,199;0,694;1,998;76,661;102,552;0
25.09.2023;CEST;14:45;15:00;MW;0,028;0,251;0,130;0,000;0,409;44,740;0,402;2,118;106,331;153,591;0
25.09.2023;CEST;15:00;15:15;MW;0,238;0,855;0,379;0,761;2,233;6,784;0,225;1,811;19,769;28,589;0
25.09.2023;CEST;15:15;15:30;MW;0,030;0,112;0,233;0,000;0,375;31,822;0,557;2,602;119,133;154,114;0
25.09.2023;CEST;15:30;15:45;MW;0,028;0,661;0,239;1,825;2,753;13,186;1,010;2,636;10,977;27,809;0
25.09.2023;CEST;15:45;16:00;MW;0,248;0,706;0,458;1,655;3,067;26,005;0,778;2,778;24,389;53,950;0
25.09.2023;CEST;16:00;16:15;MW;0,004;0,000;0,217;2,046;2,267;28,685;0,646;8,022;280,814;318,167;0
25.09.2023;CEST;16:15;16:30;MW;0,032;0,217;2,180;9,386;11,815;25,059;1,515;5,159;166,548;198,281;0
25.09.2023;CEST;16:30;16:45;MW;1,302;1,454;21,176;27,464;51,396;2,002;0,197;2,490;10,103;14,792;0
25.09.2023;CEST;16:45;17:00;MW;0,321;0,346;3,526;1,531;5,724;38,302;0,375;5,083;76,487;120,247;0
25.09.2023;CEST;17:00;17:15;MW;0,393;0,193;0,848;2,092;3,526;3,364;1,064;12,015;128,675;145,118;0
25.09.2023;CEST;17:15;17:30;MW;0,375;0,737;28,964;36,994;67,070;0,348;0,316;3,566;2,301;6,531;0
25.09.2023;CEST;17:30;17:45;MW;35,904;36,857;66,713;184,514;323,988;12,658;0,031;5,254;11,056;28,999;0
25.09.2023;CEST;17:45;18:00;MW;6,223;38,418;52,604;237,220;334,465;0,185;0,092;4,847;0,000;5,124;0
25.09.2023;CEST;18:00;18:15;MW;0,161;7,254;15,646;20,315;43,376;9,900;0,160;4,447;13,357;27,864;0
25.09.2023;CEST;18:15;18:30;MW;0,989;0,728;1,857;0,883;4,457;24,604;0,438;5,676;145,061;175,779;0
25.09.2023;CEST;18:30;18:45;MW;0,010;0,133;0,998;2,713;3,854;21,076;19,678;5,162;135,530;181,446;0
25.09.2023;CEST;18:45;19:00;MW;0,153;0,430;1,862;6,013;8,458;0,179;0,487;3,806;0,385;4,857;0
25.09.2023;CEST;19:00;19:15;MW;0,155;11,114;2,601;12,276;26,146;0,413;0,997;5,605;0,467;7,482;0
25.09.2023;CEST;19:15;19:30;MW;1,278;80,768;13,379;232,500;327,925;1,986;0,021;5,321;0,095;7,423;0
25.09.2023;CEST;19:30;19:45;MW;24,139;141,624;16,565;482,986;665,314;0,015;0,000;4,561;0,000;4,576;0
25.09.2023;CEST;19:45;20:00;MW;0,428;128,705;8,128;377,213;514,474;0,321;0,000;4,081;0,000;4,402;0
25.09.2023;CEST;20:00;20:15;MW;6,567;22,719;1,716;29,522;60,524;0,157;0,729;3,898;1,858;6,642;0
25.09.2023;CEST;20:15;20:30;MW;1,048;0,002;0,380;1,002;2,432;6,894;0,767;5,194;9,217;22,072;0
25.09.2023;CEST;20:30;20:45;MW;0,426;0,000;0,211;0,024;0,661;21,174;30,432;11,157;150,805;213,568;0
25.09.2023;CEST;20:45;21:00;MW;0,790;0,000;0,674;1,086;2,550;49,163;38,231;10,919;149,492;247,805;0
25.09.2023;CEST;21:00;21:15;MW;0,388;0,099;0,320;1,335;2,142;1,027;3,371;5,243;1,992;11,633;0
25.09.2023;CEST;21:15;21:30;MW;1,150;2,205;2,561;34,022;39,938;6,330;7,885;4,920;31,655;50,790;0
25.09.2023;CEST;21:30;21:45;MW;2,369;0,000;0,254;1,881;4,504;42,323;35,208;11,616;273,028;362,175;0
25.09.2023;CEST;21:45;22:00;MW;1,476;0,055;0,340;0,173;2,044;17,070;0,421;9,383;189,238;216,112;0
25.09.2023;CEST;22:00;22:15;MW;0,184;0,018;0,937;8,165;9,304;3,932;0,676;5,969;45,755;56,332;0
25.09.2023;CEST;22:15;22:30;MW;1,538;0,042;0,785;7,281;9,646;3,111;0,209;4,552;28,081;35,953;0
25.09.2023;CEST;22:30;22:45;MW;0,008;0,014;0,313;3,424;3,759;3,960;0,360;2,899;66,680;73,899;0
25.09.2023;CEST;22:45;23:00;MW;0,514;0,060;0,220;0,611;1,405;45,039;0,633;2,837;132,971;181,480;0
25.09.2023;CEST;23:00;23:15;MW;0,004;0,000;0,346;0,000;0,350;48,235;1,002;2,968;215,584;267,789;0
25.09.2023;CEST;23:15;23:30;MW;0,391;0,000;0,383;0,480;1,254;3,512;0,662;2,326;26,050;32,550;0
25.09.2023;CEST;23:30;23:45;MW;0,024;0,144;0,332;6,339;6,839;0,489;0,250;2,209;1,951;4,899;0
25.09.2023;CEST;23:45;00:00;MW;0,061;0,000;0,130;0,530;0,721;0,164;0,384;2,412;23,863;26,823;0
26.09.2023;CEST;00:00;00:15;MW;0,249;0,060;0,320;8,304;8,933;0,016;0,646;1,669;4,994;7,325;0
26.09.2023;CEST;00:15;00:30;MW;0,141;0,175;0,144;6,289;6,749;0,135;0,462;1,515;2,267;4,379;0
26.09.2023;CEST;00:30;00:45;MW;0,141;0,237;0,122;2,267;2,767;0,068;1,196;1,342;2,056;4,662;0
26.09.2023;CEST;00:45;01:00;MW;0,144;0,070;0,167;0,771;1,152;0,096;0,471;1,380;3,133;5,080;0
26.09.2023;CEST;01:00;01:15;MW;0,255;0,006;0,189;2,825;3,275;0,046;0,504;1,443;7,026;9,019;0
26.09.2023;CEST;01:15;01:30;MW;0,251;0,002;0,113;1,490;1,856;0,039;0,606;1,293;4,032;5,970;0
26.09.2023;CEST;01:30;01:45;MW;0,182;0,366;0,141;0,048;0,737;0,021;1,082;1,664;52,741;55,508;0
26.09.2023;CEST;01:45;02:00;MW;1,464;0,075;0,144;0,065;1,748;0,022;0,659;2,343;56,670;59,694;0
26.09.2023;CEST;02:00;02:15;MW;0,171;0,006;0,148;0,934;1,259;1,156;0,515;1,620;54,074;57,365;0
26.09.2023;CEST;02:15;02:30;MW;0,068;0,064;0,073;0,535;0,740;1,093;0,443;2,754;17,546;21,836;0
26.09.2023;CEST;02:30;02:45;MW;0,276;0,242;0,126;2,289;2,933;0,018;1,177;1,977;7,746;10,918;0
26.09.2023;CEST;02:45;03:00;MW;1,766;0,091;0,135;0,538;2,530;2,463;0,558;2,830;13,788;19,639;0
26.09.2023;CEST;03:00;03:15;MW;0,243;0,378;0,135;9,208;9,964;0,120;0,376;1,505;3,382;5,383;0
26.09.2023;CEST;03:15;03:30;MW;0,151;0,017;0,169;0,945;1,282;0,080;0,502;1,034;0,872;2,488;0
26.09.2023;CEST;03:30;03:45;MW;0,201;0,300;0,125;0,007;0,633;0,013;0,990;1,415;70,708;73,126;0
26.09.2023;CEST;03:45;04:00;MW;0,104;0,022;0,113;0,000;0,239;0,072;0,686;1,346;121,253;123,357;0
26.09.2023;CEST;04:00;04:15;MW;0,041;0,176;0,378;0,325;0,920;8,170;0,500;1,393;49,527;59,590;0
26.09.2023;CEST;04:15;04:30;MW;0,035;0,005;0,289;2,413;2,742;6,888;0,758;1,409;32,487;41,542;0
26.09.2023;CEST;04:30;04:45;MW;0,017;0,367;0,319;0,019;0,722;9,065;0,679;2,334;88,600;100,678;0
26.09.2023;CEST;04:45;05:00;MW;0,002;0,003;0,417;0,000;0,422;9,184;0,653;2,113;85,628;97,578;0
26.09.2023;CEST;05:00;05:15;MW;0,001;0,113;0,245;0,171;0,530;12,556;0,249;2,368;156,870;172,043;0
26.09.2023;CEST;05:15;05:30;MW;0,082;1,086;0,277;16,782;18,227;0,792;0,059;1,583;3,589;6,023;0
26.09.2023;CEST;05:30;05:45;MW;0,005;24,968;0,829;96,742;122,544;0,279;0,129;1,568;0,854;2,830;0
26.09.2023;CEST;05:45;06:00;MW;0,101;5,543;0,790;37,952;44,386;0,888;0,227;1,773;0,038;2,926;0
26.09.2023;CEST;06:00;06:15;MW;0,126;38,937;0,926;123,412;163,401;4,023;1,064;4,093;45,854;55,034;0
26.09.2023;CEST;06:15;06:30;MW;2,083;4,814;2,339;145,446;154,682;0,208;0,133;2,472;0,000;2,813;0
26.09.2023;CEST;06:30;06:45;MW;0,673;3,724;8,627;203,808;216,832;0,303;0,190;2,114;0,000;2,607;0
26.09.2023;CEST;06:45;07:00;MW;0,405;2,156;19,884;332,699;355,144;0,302;0,055;1,562;0,000;1,919;0
26.09.2023;CEST;07:00;07:15;MW;5,549;1,538;34,996;335,687;377,770;0,034;0,991;2,260;0,002;3,287;0
26.09.2023;CEST;07:15;07:30;MW;1,187;8,810;7,987;13,811;31,795;0,028;0,402;2,053;0,871;3,354;0
26.09.2023;CEST;07:30;07:45;MW;0,238;0,454;0,514;1,875;3,081;0,054;1,048;2,277;0,310;3,689;0
26.09.2023;CEST;07:45;08:00;MW;0,098;0,030;0,577;0,782;1,487;19,071;11,103;2,857;26,984;60,015;0
26.09.2023;CEST;08:00;08:15;MW;4,318;0,000;0,305;1,197;5,820;0,469;3,975;2,750;1,595;8,789;0
26.09.2023;CEST;08:15;08:30;MW;0,411;0,010;0,099;0,716;1,236;41,134;28,844;2,571;265,687;338,236;0
26.09.2023;CEST;08:30;08:45;MW;0,000;0,000;0,015;0,000;0,015;115,457;77,289;4,114;490,558;687,418;0
26.09.2023;CEST;08:45;09:00;MW;4,274;1,118;0,061;0,412;5,865;77,945;80,635;3,957;258,972;421,509;0
26.09.2023;CEST;09:00;09:15;MW;23,813;64,254;6,070;403,535;497,672;17,161;10,221;3,672;4,455;35,509;0
26.09.2023;CEST;09:15;09:30;MW;106,589;0,067;0,141;8,178;114,975;0,006;2,819;3,618;18,775;25,218;0
26.09.2023;CEST;09:30;09:45;MW;0,540;0,338;0,064;1,038;1,980;41,271;26,760;3,759;125,936;197,726;0
26.09.2023;CEST;09:45;10:00;MW;0,033;0,051;0,041;0,345;0,470;50,136;1,981;3,778;68,080;123,975;0
26.09.2023;CEST;10:00;10:15;MW;24,876;28,765;3,500;9,023;66,164;0,122;0,406;1,720;4,997;7,245;0
26.09.2023;CEST;10:15;10:30;MW;0,733;0,679;0,651;4,279;6,342;26,269;0,578;1,857;84,258;112,962;0
26.09.2023;CEST;10:30;10:45;MW;0,000;0,082;0,075;0,000;0,157;96,922;6,344;2,420;264,848;370,534;0
26.09.2023;CEST;10:45;11:00;MW;0,000;0,008;0,041;0,000;0,049;109,989;15,543;2,076;314,127;441,735;0
26.09.2023;CEST;11:00;11:15;MW;0,000;0,000;0,016;0,000;0,016;108,938;17,422;2,271;316,403;445,034;0
26.09.2023;CEST;11:15;11:30;MW;0,000;0,000;0,016;0,000;0,016;95,252;15,683;2,621;233,846;347,402;0
26.09.2023;CEST;11:30;11:45;MW;0,000;0,000;0,025;0,000;0,025;125,022;31,481;2,389;452,775;611,667;0
26.09.2023;CEST;11:45;12:00;MW;0,000;0,002;0,028;0,000;0,030;106,580;32,166;3,358;286,598;428,702;0
26.09.2023;CEST;12:00;12:15;MW;0,081;0,016;0,116;0,167;0,380;32,788;32,152;2,732;368,034;435,706;0
26.09.2023;CEST;12:15;12:30;MW;0,000;0,000;0,066;0,000;0,066;78,649;85,549;2,826;530,982;698,006;0
26.09.2023;CEST;12:30;12:45;MW;0,105;1,586;0,037;0,000;1,728;4,868;27,067;2,130;280,540;314,605;0
26.09.2023;CEST;12:45;13:00;MW;0,002;0,000;0,061;0,000;0,063;89,746;93,091;2,227;364,978;550,042;0
26.09.2023;CEST;13:00;13:15;MW;0,058;0,002;0,086;0,355;0,501;42,892;21,042;2,018;100,422;166,374;0
26.09.2023;CEST;13:15;13:30;MW;0,020;0,355;0,319;1,996;2,690;0,218;0,555;1,156;0,875;2,804;0
26.09.2023;CEST;13:30;13:45;MW;0,703;0,793;0,313;2,769;4,578;0,142;0,980;1,130;1,582;3,834;0
26.09.2023;CEST;13:45;14:00;MW;0,014;0,067;0,128;0,892;1,101;8,067;1,397;1,132;5,896;16,492;0
26.09.2023;CEST;14:00;14:15;MW;18,540;14,612;8,392;6,954;48,498;0,712;0,351;0,893;1,160;3,116;0
26.09.2023;CEST;14:15;14:30;MW;37,201;24,140;27,261;7,725;96,327;0,056;0,272;1,816;0,247;2,391;0
26.09.2023;CEST;14:30;14:45;MW;61,851;8,284;34,239;89,926;194,300;0,008;0,011;1,726;2,768;4,513;0
26.09.2023;CEST;14:45;15:00;MW;68,330;2,986;42,656;78,686;192,658;0,062;0,047;1,040;0,000;1,149;0
26.09.2023;CEST;15:00;15:15;MW;8,978;2,368;17,325;3,163;31,834;0,310;0,127;1,141;0,960;2,538;0
26.09.2023;CEST;15:15;15:30;MW;25,895;2,885;11,151;13,895;53,826;0,161;0,094;1,585;0,427;2,267;0
26.09.2023;CEST;15:30;15:45;MW;32,281;3,358;14,393;75,846;125,878;0,310;0,050;1,794;0,935;3,089;0
26.09.2023;CEST;15:45;16:00;MW;62,468;2,152;36,250;91,995;192,865;0,000;0,058;1,950;0,000;2,008;0
26.09.2023;CEST;16:00;16:15;MW;0,296;0,317;8,567;3,022;12,202;30,182;7,160;2,183;23,062;62,587;0
26.09.2023;CEST;16:15;16:30;MW;0,008;0,048;0,704;1,845;2,605;35,121;9,082;2,629;21,716;68,548;0
26.09.2023;CEST;16:30;16:45;MW;1,416;0,812;29,179;70,139;101,546;3,136;3,316;3,970;4,032;14,454;0
26.09.2023;CEST;16:45;17:00;MW;0,224;0,085;5,328;9,850;15,487;2,655;0,910;3,228;0,083;6,876;0
26.09.2023;CEST;17:00;17:15;MW;3,852;0,028;1,981;21,488;27,349;23,963;12,940;5,494;50,876;93,273;0
26.09.2023;CEST;17:15;17:30;MW;25,018;0,983;12,633;213,757;252,391;3,035;5,990;4,336;0,988;14,349;0
26.09.2023;CEST;17:30;17:45;MW;8,873;95,677;62,175;492,719;659,444;13,878;0,169;3,622;0,000;17,669;0
26.09.2023;CEST;17:45;18:00;MW;8,484;225,800;120,761;671,283;1026,328;5,764;0,221;4,007;0,000;9,992;0
26.09.2023;CEST;18:00;18:15;MW;2,030;56,843;74,003;116,819;249,695;0,266;0,062;4,627;0,000;4,955;0
26.09.2023;CEST;18:15;18:30;MW;0,127;1,049;57,503;93,807;152,486;7,843;0,399;3,572;14,913;26,727;0
26.09.2023;CEST;18:30;18:45;MW;2,481;0,557;41,032;52,263;96,333;0,335;0,351;3,411;0,662;4,759;0
26.09.2023;CEST;18:45;19:00;MW;8,736;2,473;66,133;234,267;311,609;0,029;0,037;3,039;0,000;3,105;0
26.09.2023;CEST;19:00;19:15;MW;3,712;61,628;17,705;27,621;110,666;0,174;0,379;3,113;0,014;3,680;0
26.09.2023;CEST;19:15;19:30;MW;2,879;73,325;143,181;210,532;429,917;0,053;0,047;3,428;0,000;3,528;0
26.09.2023;CEST;19:30;19:45;MW;2,643;149,370;168,283;297,991;618,287;0,037;0,000;4,423;0,000;4,460;0
26.09.2023;CEST;19:45;20:00;MW;1,862;147,371;154,211;330,421;633,865;0,384;0,000;3,676;0,000;4,060;0
26.09.2023;CEST;20:00;20:15;MW;1,876;232,399;86,669;378,106;699,050;0,324;0,000;3,417;0,000;3,741;0
26.09.2023;CEST;20:15;20:30;MW;0,004;29,517;39,265;19,169;87,955;0,322;2,644;3,973;0,690;7,629;0
26.09.2023;CEST;20:30;20:45;MW;0,018;6,166;0,831;1,485;8,500;2,353;1,045;3,899;2,921;10,218;0
26.09.2023;CEST;20:45;21:00;MW;0,000;0,005;0,467;0,845;1,317;6,497;32,571;3,849;167,850;210,767;0
26.09.2023;CEST;21:00;21:15;MW;8,401;23,983;0,842;23,421;56,647;23,770;5,777;2,537;72,464;104,548;0
26.09.2023;CEST;21:15;21:30;MW;0,679;0,000;1,133;0,000;1,812;54,935;24,070;3,193;222,322;304,520;0
26.09.2023;CEST;21:30;21:45;MW;1,722;0,146;0,571;1,115;3,554;27,022;21,965;3,061;169,335;221,383;0
26.09.2023;CEST;21:45;22:00;MW;0,004;0,000;0,295;0,874;1,173;6,225;21,559;2,760;142,270;172,814;0
26.09.2023;CEST;22:00;22:15;MW;0,014;0,021;0,634;3,201;3,870;2,843;4,310;2,256;6,244;15,653;0
26.09.2023;CEST;22:15;22:30;MW;0,014;0,003;0,329;1,401;1,747;0,325;2,566;2,296;8,240;13,427;0
26.09.2023;CEST;22:30;22:45;MW;0,014;0,300;0,441;0,450;1,205;0,184;3,743;2,317;22,416;28,660;0
26.09.2023;CEST;22:45;23:00;MW;0,000;0,105;0,423;3,258;3,786;0,302;2,816;1,851;12,788;17,757;0
26.09.2023;CEST;23:00;23:15;MW;0,059;85,842;4,227;217,738;307,866;0,078;0,131;1,343;0,292;1,844;0
26.09.2023;CEST;23:15;23:30;MW;0,010;5,399;10,114;192,885;208,408;0,213;2,114;1,147;0,044;3,518;0
26.09.2023;CEST;23:30;23:45;MW;0,002;0,396;1,459;62,988;64,845;0,236;0,993;1,442;1,995;4,666;0
26.09.2023;CEST;23:45;00:00;MW;0,001;0,008;0,567;2,534;3,110;0,265;0,687;1,474;2,355;4,781;0
27.09.2023;CEST;00:00;00:15;MW;0,000;0,615;1,037;121,367;123,019;3,249;0,706;1,180;0,135;5,270;0
27.09.2023;CEST;00:15;00:30;MW;0,000;0,107;0,343;33,915;34,365;0,689;0,909;1,027;0,572;3,197;0
27.09.2023;CEST;00:30;00:45;MW;0,000;0,048;0,099;0,137;0,284;0,775;3,466;1,363;5,179;10,783;0
27.09.2023;CEST;00:45;01:00;MW;0,127;0,042;0,163;1,547;1,879;0,345;2,241;1,237;3,641;7,464;0
27.09.2023;CEST;01:00;01:15;MW;0,756;0,259;3,974;283,381;288,370;1,976;0,369;1,332;0,504;4,181;0
27.09.2023;CEST;01:15;01:30;MW;0,712;0,035;0,682;21,780;23,209;0,128;1,184;2,570;1,749;5,631;0
27.09.2023;CEST;01:30;01:45;MW;0,000;0,221;0,165;0,088;0,474;0,833;1,411;1,766;2,679;6,689;0
27.09.2023;CEST;01:45;02:00;MW;0,014;0,005;0,155;0,450;0,624;0,660;1,181;1,151;2,287;5,279;0
27.09.2023;CEST;02:00;02:15;MW;0,176;1,047;4,966;327,890;334,079;0,099;0,183;0,940;0,014;1,236;0
27.09.2023;CEST;02:15;02:30;MW;0,000;0,250;1,449;66,209;67,908;0,440;0,636;0,955;0,190;2,221;0
27.09.2023;CEST;02:30;02:45;MW;0,060;0,349;0,348;37,748;38,505;0,236;1,107;1,164;0,125;2,632;0
27.09.2023;CEST;02:45;03:00;MW;0,000;0,021;0,161;0,449;0,631;0,504;1,039;1,076;0,895;3,514;0
27.09.2023;CEST;03:00;03:15;MW;0,002;0,025;0,236;17,514;17,777;0,329;8,514;5,478;4,649;18,970;0
27.09.2023;CEST;03:15;03:30;MW;0,000;0,000;0,200;0,100;0,300;0,448;7,736;4,619;2,950;15,753;0
27.09.2023;CEST;03:30;03:45;MW;0,104;0,008;0,035;0,265;0,412;0,128;4,238;3,243;3,422;11,031;0
27.09.2023;CEST;03:45;04:00;MW;0,007;0,048;0,197;0,804;1,056;0,372;3,063;2,562;1,913;7,910;0
27.09.2023;CEST;04:00;04:15;MW;0,039;0,028;0,128;2,453;2,648;0,183;49,966;10,493;54,639;115,281;0
27.09.2023;CEST;04:15;04:30;MW;0,029;0,000;0,197;0,050;0,276;0,130;40,435;5,559;66,082;112,206;0
27.09.2023;CEST;04:30;04:45;MW;5,280;6,147;1,913;86,275;99,615;2,189;11,119;2,309;3,320;18,937;0
27.09.2023;CEST;04:45;05:00;MW;5,262;1,144;1,055;70,634;78,095;0,054;0,636;2,171;0,086;2,947;0
27.09.2023;CEST;05:00;05:15;MW;0,053;0,678;0,262;32,421;33,414;0,158;2,869;3,203;11,415;17,645;0
27.09.2023;CEST;05:15;05:30;MW;0,015;0,000;0,241;14,103;14,359;0,333;0,450;1,773;1,168;3,724;0
27.09.2023;CEST;05:30;05:45;MW;0,000;1,975;0,638;78,561;81,174;0,395;3,928;2,632;8,896;15,851;0
27.09.2023;CEST;05:45;06:00;MW;1,773;0,000;0,138;1,611;3,522;6,791;17,079;2,905;14,591;41,366;0
27.09.2023;CEST;06:00;06:15;MW;20,434;21,825;6,289;188,562;237,110;6,456;3,796;4,589;10,416;25,257;0
27.09.2023;CEST;06:15;06:30;MW;0,243;2,558;1,346;43,832;47,979;0,350;4,879;2,314;43,663;51,206;0
27.09.2023;CEST;06:30;06:45;MW;4,502;43,507;68,079;458,209;574,297;0,185;0,108;1,886;0,000;2,179;0
27.09.2023;CEST;06:45;07:00;MW;6,986;133,837;72,955;455,788;669,566;0,017;0,000;1,478;0,000;1,495;0
27.09.2023;CEST;07:00;07:15;MW;0,627;57,943;71,353;359,178;489,101;0,523;0,196;1,797;0,000;2,516;0
27.09.2023;CEST;07:15;07:30;MW;0,002;0,018;0,502;2,455;2,977;0,598;1,070;2,438;1,009;5,115;0
27.09.2023;CEST;07:30;07:45;MW;0,013;0,233;0,568;3,098;3,912;0,258;0,738;2,294;1,988;5,278;0
27.09.2023;CEST;07:45;08:00;MW;0,020;0,037;0,284;2,585;2,926;0,242;1,261;2,037;0,159;3,699;0
27.09.2023;CEST;08:00;08:15;MW;32,826;0,188;1,452;15,278;49,744;0,221;0,487;2,903;0,286;3,897;0
27.09.2023;CEST;08:15;08:30;MW;0,097;3,740;0,115;12,243;16,195;14,237;14,214;6,635;68,292;103,378;0
27.09.2023;CEST;08:30;08:45;MW;0,630;0,000;0,035;0,000;0,665;48,902;52,685;13,753;283,202;398,542;0
27.09.2023;CEST;08:45;09:00;MW;0,806;0,000;0,009;0,545;1,360;110,281;102,871;18,350;361,991;593,493;0
27.09.2023;CEST;09:00;09:15;MW;0,194;0,000;0,049;4,112;4,355;36,993;66,108;5,821;112,184;221,106;0
27.09.2023;CEST;09:15;09:30;MW;4,085;0,013;0,160;4,363;8,621;2,544;8,337;5,630;10,812;27,323;0
27.09.2023;CEST;09:30;09:45;MW;3,356;0,116;0,079;1,324;4,875;0,310;5,531;3,809;1,399;11,049;0
27.09.2023;CEST;09:45;10:00;MW;2,646;0,574;0,104;1,139;4,463;0,929;1,278;4,296;1,244;7,747;0
27.09.2023;CEST;10:00;10:15;MW;14,921;17,534;0,974;193,760;227,189;1,433;0,191;2,942;1,168;5,734;0
27.09.2023;CEST;10:15;10:30;MW;16,250;28,998;0,884;244,543;290,675;0,035;0,121;3,042;0,272;3,470;0
27.09.2023;CEST;10:30;10:45;MW;0,860;13,182;0,216;122,124;136,382;0,167;0,935;2,927;0,825;4,854;0
27.09.2023;CEST;10:45;11:00;MW;0,001;0,131;0,082;4,122;4,336;0,433;0,532;1,643;3,097;5,705;0
27.09.2023;CEST;11:00;11:15;MW;0,059;0,312;0,283;0,369;1,023;3,957;0,101;1,127;7,826;13,011;0
27.09.2023;CEST;11:15;11:30;MW;0,059;3,229;0,122;2,222;5,632;5,096;0,057;1,396;31,008;37,557;0
27.09.2023;CEST;11:30;11:45;MW;0,000;0,781;0,043;0,000;0,824;66,278;6,260;2,332;408,684;483,554;0
27.09.2023;CEST;11:45;12:00;MW;0,000;0,000;0,071;0,000;0,071;106,452;9,309;2,554;561,224;679,539;0
27.09.2023;CEST;12:00;12:15;MW;0,000;0,000;0,153;0,000;0,153;24,903;64,077;1,597;96,417;186,994;0
27.09.2023;CEST;12:15;12:30;MW;0,162;0,363;0,073;11,935;12,533;2,311;19,738;1,729;1,894;25,672;0
27.09.2023;CEST;12:30;12:45;MW;0,250;0,631;0,216;1,802;2,899;0,012;0,521;1,306;1,770;3,609;0
