Datum;Zeitzone;von;bis;Einheit;50Hertz (Positiv);Amprion (Positiv);TenneT TSO (Positiv);TransnetBW (Positiv);Deutschland (Positiv);50Hertz (Negativ);Amprion (Negativ);TenneT TSO (Negativ);TransnetBW (Negativ);Deutschland (Negativ);MOL-Abweichung
01.01.2023;CET;00:00;00:15;MW;0,118;0,000;0,755;0,800;1,673;1,443;6,796;34,600;30,701;73,540;0
01.01.2023;CET;00:15;00:30;MW;0,000;0,379;1,458;53,276;55,113;0,779;6,887;37,300;96,513;141,479;0
01.01.2023;CET;00:30;00:45;MW;0,000;0,270;0,083;0,000;0,353;0,983;11,464;41,921;242,325;296,693;0
01.01.2023;CET;00:45;01:00;MW;0,579;0,894;1,058;26,206;28,737;0,574;2,383;21,352;43,218;67,527;0
01.01.2023;CET;01:00;01:15;MW;0,543;36,414;3,370;530,825;571,152;0,945;0,000;1,531;0,000;2,476;0
01.01.2023;CET;01:15;01:30;MW;0,315;42,658;1,562;186,603;231,138;0,301;0,023;1,253;0,927;2,504;0
01.01.2023;CET;01:30;01:45;MW;1,279;15,765;1,297;16,178;34,519;0,953;0,351;1,441;1,217;3,962;0
01.01.2023;CET;01:45;02:00;MW;0,505;11,427;1,346;5,230;18,508;0,106;0,067;1,996;1,431;3,600;0
01.01.2023;CET;02:00;02:15;MW;0,000;0,343;0,253;1,523;2,119;1,337;2,178;22,695;32,210;58,420;0
01.01.2023;CET;02:15;02:30;MW;0,084;0,000;0,076;0,076;0,236;0,381;10,067;31,582;142,240;184,270;0
01.01.2023;CET;02:30;02:45;MW;0,000;0,027;0,035;0,003;0,065;1,172;12,203;40,711;118,515;172,601;0
01.01.2023;CET;02:45;03:00;MW;0,125;0,000;0,019;0,000;0,144;0,672;17,153;49,499;346,761;414,085;0
01.01.2023;CET;03:00;03:15;MW;0,003;0,000;0,048;0,346;0,397;0,864;14,358;44,354;70,452;130,028;0
01.01.2023;CET;03:15;03:30;MW;0,268;0,000;0,037;0,000;0,305;0,211;13,658;41,989;256,295;312,153;0
01.01.2023;CET;03:30;03:45;MW;0,001;0,000;0,069;0,000;0,070;0,967;14,610;42,833;231,559;289,969;0
01.01.2023;CET;03:45;04:00;MW;0,063;0,000;0,061;0,032;0,156;0,483;13,280;38,745;165,277;217,785;0
01.01.2023;CET;04:00;04:15;MW;2,041;1,610;0,480;2,498;6,629;0,001;0,509;1,820;4,274;6,604;0
01.01.2023;CET;04:15;04:30;MW;0,048;0,450;0,327;0,717;1,542;4,740;4,149;12,994;17,556;39,439;0
01.01.2023;CET;04:30;04:45;MW;0,000;0,000;0,040;0,000;0,040;18,437;13,030;40,176;139,995;211,638;0
01.01.2023;CET;04:45;05:00;MW;0,000;0,000;0,057;0,000;0,057;12,198;10,642;38,775;86,945;148,560;0
01.01.2023;CET;05:00;05:15;MW;0,000;0,000;0,023;0,286;0,309;19,065;14,443;42,075;224,349;299,932;0
01.01.2023;CET;05:15;05:30;MW;0,000;0,000;0,079;1,611;1,690;0,724;6,981;33,727;7,381;48,813;0
01.01.2023;CET;05:30;05:45;MW;0,000;0,260;0,145;2,225;2,630;0,607;2,551;12,940;2,849;18,947;0
01.01.2023;CET;05:45;06:00;MW;0,004;0,566;0,097;0,433;1,100;0,178;4,280;17,982;5,844;28,284;0
01.01.2023;CET;06:00;06:15;MW;0,001;0,000;0,015;0,062;0,078;3,666;15,038;44,321;249,675;312,700;0
01.01.2023;CET;06:15;06:30;MW;0,000;0,000;0,011;0,000;0,011;1,337;15,426;43,646;254,332;314,741;0
01.01.2023;CET;06:30;06:45;MW;0,012;0,000;0,008;0,000;0,020;0,823;14,084;43,306;254,406;312,619;0
01.01.2023;CET;06:45;07:00;MW;0,000;0,000;0,018;0,000;0,018;1,457;13,944;41,609;312,349;369,359;0
01.01.2023;CET;07:00;07:15;MW;0,000;0,000;0,029;0,967;0,996;7,981;12,600;45,083;334,184;399,848;0
01.01.2023;CET;07:15;07:30;MW;0,000;0,000;0,014;0,000;0,014;2,010;12,565;42,243;246,270;303,088;0
01.01.2023;CET;07:30;07:45;MW;0,000;0,000;0,015;0,000;0,015;39,084;42,867;67,865;440,592;590,408;0
01.01.2023;CET;07:45;08:00;MW;0,000;0,000;0,010;0,000;0,010;58,053;52,160;95,894;409,663;615,770;0
01.01.2023;CET;08:00;08:15;MW;0,000;0,000;0,019;0,394;0,413;19,818;281,849;111,345;237,465;650,477;0
01.01.2023;CET;08:15;08:30;MW;0,000;0,000;0,008;0,000;0,008;2,618;316,281;67,316;422,463;808,678;0
01.01.2023;CET;08:30;08:45;MW;0,000;0,000;0,012;0,000;0,012;1,492;269,153;54,583;418,086;743,314;0
01.01.2023;CET;08:45;09:00;MW;0,000;0,000;0,016;0,000;0,016;0,541;269,870;55,202;293,302;618,915;0
01.01.2023;CET;09:00;09:15;MW;0,003;0,000;0,105;5,694;5,802;0,918;147,749;47,423;156,643;352,733;0
01.01.2023;CET;09:15;09:30;MW;0,221;0,000;0,021;0,000;0,242;0,007;157,958;52,655;180,644;391,264;0
01.01.2023;CET;09:30;09:45;MW;0,003;0,000;0,050;0,132;0,185;0,405;110,990;52,508;41,220;205,123;0
01.01.2023;CET;09:45;10:00;MW;0,000;0,000;0,035;0,065;0,100;0,986;146,441;52,257;227,510;427,194;0
01.01.2023;CET;10:00;10:15;MW;0,000;0,000;0,012;0,000;0,012;2,949;163,429;59,819;495,307;721,504;0
01.01.2023;CET;10:15;10:30;MW;0,000;0,000;0,007;0,000;0,007;0,605;145,590;53,244;258,844;458,283;0
01.01.2023;CET;10:30;10:45;MW;0,000;0,000;0,011;3,877;3,888;0,878;131,372;49,853;56,671;238,774;0
01.01.2023;CET;10:45;11:00;MW;0,139;0,004;0,122;1,026;1,291;0,167;45,531;34,466;2,834;82,998;0
01.01.2023;CET;11:00;11:15;MW;0,000;0,000;0,497;3,603;4,100;1,021;0,719;3,453;1,924;7,117;0
01.01.2023;CET;11:15;11:30;MW;0,000;0,000;0,072;3,316;3,388;0,888;37,118;42,614;57,604;138,224;0
01.01.2023;CET;11:30;11:45;MW;0,000;0,442;0,035;1,447;1,924;1,288;215,221;50,200;99,707;366,416;0
01.01.2023;CET;11:45;12:00;MW;0,028;1,012;0,226;1,388;2,654;0,380;142,942;33,752;126,523;303,597;0
01.01.2023;CET;12:00;12:15;MW;0,000;0,000;0,047;0,947;0,994;1,335;125,548;9,221;96,952;233,056;0
01.01.2023;CET;12:15;12:30;MW;0,035;0,000;0,077;3,082;3,194;0,236;52,778;10,487;2,695;66,196;0
01.01.2023;CET;12:30;12:45;MW;0,000;0,799;0,578;5,029;6,406;0,741;2,730;12,851;0,800;17,122;0
01.01.2023;CET;12:45;13:00;MW;0,000;0,007;0,445;4,114;4,566;0,795;1,220;5,998;17,828;25,841;0
01.01.2023;CET;13:00;13:15;MW;0,000;0,000;0,018;0,616;0,634;4,550;166,253;56,654;289,234;516,691;0
01.01.2023;CET;13:15;13:30;MW;0,002;0,000;0,011;0,295;0,308;0,744;171,930;56,245;76,923;305,842;0
01.01.2023;CET;13:30;13:45;MW;0,000;0,000;0,180;9,572;9,752;0,848;20,223;27,164;15,939;64,174;0
01.01.2023;CET;13:45;14:00;MW;0,000;0,008;1,398;2,296;3,702;0,599;0,773;1,918;1,419;4,709;0
01.01.2023;CET;14:00;14:15;MW;0,000;0,000;0,030;0,132;0,162;53,789;222,254;183,913;591,805;1051,761;0
01.01.2023;CET;14:15;14:30;MW;0,365;0,000;0,329;7,324;8,018;2,938;140,409;46,256;315,204;504,807;0
01.01.2023;CET;14:30;14:45;MW;1,858;142,102;6,079;215,148;365,187;0,001;0,043;1,032;2,717;3,793;0
01.01.2023;CET;14:45;15:00;MW;0,135;184,824;3,460;85,090;273,509;1,308;0,000;2,221;0,193;3,722;0
01.01.2023;CET;15:00;15:15;MW;0,074;84,612;1,759;72,857;159,302;1,032;0,013;1,808;0,000;2,853;0
01.01.2023;CET;15:15;15:30;MW;0,000;28,708;0,687;11,527;40,922;1,461;1,004;8,803;10,255;21,523;0
01.01.2023;CET;15:30;15:45;MW;0,000;54,902;1,775;60,256;116,933;0,332;0,254;2,260;1,177;4,023;0
01.01.2023;CET;15:45;16:00;MW;0,000;22,131;0,449;25,017;47,597;1,054;0,457;14,109;17,616;33,236;0
01.01.2023;CET;16:00;16:15;MW;4,309;1,174;0,228;1,968;7,679;8,069;0,713;12,823;3,278;24,883;0
01.01.2023;CET;16:15;16:30;MW;0,000;3,929;1,263;1,613;6,805;39,537;1,073;24,358;142,369;207,337;0
01.01.2023;CET;16:30;16:45;MW;0,025;36,083;17,678;81,078;134,864;10,334;0,514;7,014;18,776;36,638;0
01.01.2023;CET;16:45;17:00;MW;0,000;88,416;48,489;353,597;490,502;0,877;0,000;1,899;0,000;2,776;0
01.01.2023;CET;17:00;17:15;MW;5,484;89,058;47,876;592,130;734,548;0,873;0,000;2,505;0,000;3,378;0
01.01.2023;CET;17:15;17:30;MW;0,001;67,942;41,786;118,428;228,157;0,535;0,000;1,875;0,414;2,824;0
01.01.2023;CET;17:30;17:45;MW;0,000;18,214;12,914;6,336;37,464;0,872;0,318;2,611;1,125;4,926;0
01.01.2023;CET;17:45;18:00;MW;0,072;4,178;2,171;2,689;9,110;18,287;0,525;18,209;52,318;89,339;0
01.01.2023;CET;18:00;18:15;MW;0,000;0,000;0,003;0,000;0,003;78,565;12,898;74,663;386,000;552,126;0
01.01.2023;CET;18:15;18:30;MW;0,000;0,000;0,007;0,000;0,007;76,986;1,278;47,038;139,698;265,000;0
01.01.2023;CET;18:30;18:45;MW;0,438;0,398;0,009;0,000;0,845;71,420;1,486;44,496;156,201;273,603;0
01.01.2023;CET;18:45;19:00;MW;0,751;0,014;0,010;0,000;0,775;74,458;0,750;48,149;221,022;344,379;0
01.01.2023;CET;19:00;19:15;MW;0,125;0,000;0,237;2,818;3,180;7,895;0,672;19,847;48,756;77,170;0
01.01.2023;CET;19:15;19:30;MW;0,011;0,001;0,010;0,000;0,022;18,500;0,839;43,282;244,716;307,337;0
01.01.2023;CET;19:30;19:45;MW;0,000;0,505;0,009;0,000;0,514;19,884;2,602;50,072;254,339;326,897;0
01.01.2023;CET;19:45;20:00;MW;1,308;0,231;0,007;0,004;1,550;8,167;1,127;48,955;98,353;156,602;0
01.01.2023;CET;20:00;20:15;MW;0,000;7,125;14,856;8,738;30,719;2,269;0,338;10,882;15,971;29,460;0
01.01.2023;CET;20:15;20:30;MW;0,000;0,011;0,231;0,817;1,059;1,525;0,381;15,629;11,461;28,996;0
01.01.2023;CET;20:30;20:45;MW;0,000;0,391;0,381;0,576;1,348;1,505;1,049;6,819;13,403;22,776;0
01.01.2023;CET;20:45;21:00;MW;0,000;0,063;0,324;0,144;0,531;1,523;0,424;10,096;13,813;25,856;0
01.01.2023;CET;21:00;21:15;MW;0,000;1,360;0,343;2,560;4,263;0,725;0,295;13,058;32,111;46,189;0
01.01.2023;CET;21:15;21:30;MW;0,000;0,048;0,238;0,773;1,059;0,900;0,428;17,489;12,671;31,488;0
01.01.2023;CET;21:30;21:45;MW;0,000;0,509;0,444;0,613;1,566;0,941;1,088;3,766;4,484;10,279;0
01.01.2023;CET;21:45;22:00;MW;0,000;0,105;0,367;2,842;3,314;0,913;0,321;11,035;7,535;19,804;0
01.01.2023;CET;22:00;22:15;MW;0,000;16,071;21,816;43,907;81,794;0,707;0,032;2,179;2,887;5,805;0
01.01.2023;CET;22:15;22:30;MW;0,000;11,683;16,344;25,793;53,820;0,743;0,240;1,409;0,929;3,321;0
01.01.2023;CET;22:30;22:45;MW;0,000;7,808;22,688;38,490;68,986;0,855;0,790;3,871;1,206;6,722;0
01.01.2023;CET;22:45;23:00;MW;0,903;19,654;18,953;10,560;50,070;0,486;0,189;2,513;1,503;4,691;0
01.01.2023;CET;23:00;23:15;MW;0,071;17,366;11,859;57,113;86,409;0,735;0,199;1,232;1,551;3,717;0
01.01.2023;CET;23:15;23:30;MW;0,000;3,873;5,594;15,630;25,097;1,055;0,388;2,170;37,386;40,999;0
01.01.2023;CET;23:30;23:45;MW;0,000;0,729;0,505;0,435;1,669;0,955;4,891;6,576;120,557;132,979;0
01.01.2023;CET;23:45;00:00;MW;0,001;0,000;0,141;0,179;0,321;11,802;59,642;26,206;285,745;383,395;0
02.01.2023;CET;00:00;00:15;MW;0,000;0,037;0,050;0,000;0,087;67,269;22,862;16,999;447,890;555,020;0
02.01.2023;CET;00:15;00:30;MW;0,000;0,000;0,047;0,000;0,047;67,074;17,960;8,755;541,538;635,327;0
02.01.2023;CET;00:30;00:45;MW;0,000;0,000;0,066;0,000;0,066;61,807;14,763;5,790;296,505;378,865;0
02.01.2023;CET;00:45;01:00;MW;0,000;0,000;0,060;1,519;1,579;50,169;14,164;1,980;44,041;110,354;0
02.01.2023;CET;01:00;01:15;MW;0,000;0,000;0,045;3,352;3,397;40,472;10,856;2,544;128,826;182,698;0
02.01.2023;CET;01:15;01:30;MW;0,000;0,000;0,051;0,000;0,051;65,845;18,935;11,572;448,798;545,150;0
02.01.2023;CET;01:30;01:45;MW;0,000;0,000;0,029;0,000;0,029;64,030;15,782;12,320;409,199;501,331;0
02.01.2023;CET;01:45;02:00;MW;0,000;0,000;0,048;0,000;0,048;63,923;16,391;9,081;400,929;490,324;0
02.01.2023;CET;02:00;02:15;MW;0,005;0,006;0,082;2,422;2,515;6,923;0,497;2,369;1,999;11,788;0
02.01.2023;CET;02:15;02:30;MW;0,006;0,000;0,077;0,267;0,350;1,836;1,251;36,776;247,521;287,384;0
02.01.2023;CET;02:30;02:45;MW;0,000;0,341;0,064;4,214;4,619;3,189;2,044;48,759;201,441;255,433;0
02.01.2023;CET;02:45;03:00;MW;0,000;0,000;0,077;0,000;0,077;62,570;18,225;14,218;273,805;368,818;0
02.01.2023;CET;03:00;03:15;MW;0,005;0,005;0,140;4,366;4,516;31,911;11,685;2,395;58,093;104,084;0
02.01.2023;CET;03:15;03:30;MW;0,000;0,000;0,058;0,000;0,058;65,333;14,430;6,590;175,446;261,799;0
02.01.2023;CET;03:30;03:45;MW;0,000;0,000;0,013;0,000;0,013;63,475;14,483;40,255;247,080;365,293;0
02.01.2023;CET;03:45;04:00;MW;0,000;0,000;0,023;0,000;0,023;63,230;13,311;43,594;212,838;332,973;0
02.01.2023;CET;04:00;04:15;MW;0,000;0,000;0,016;1,936;1,952;34,542;14,269;39,213;102,003;190,027;0
02.01.2023;CET;04:15;04:30;MW;0,000;0,000;0,027;0,275;0,302;53,139;12,788;38,427;43,146;147,500;0
02.01.2023;CET;04:30;04:45;MW;0,000;0,000;0,096;1,134;1,230;32,601;11,675;29,838;35,082;109,196;0
02.01.2023;CET;04:45;05:00;MW;0,000;0,000;0,056;0,000;0,056;50,726;13,915;44,456;339,419;448,516;0
02.01.2023;CET;05:00;05:15;MW;0,000;0,000;0,026;0,065;0,091;55,325;30,367;72,025;348,252;505,969;0
02.01.2023;CET;05:15;05:30;MW;0,000;0,000;0,007;0,000;0,007;58,086;16,326;52,346;437,805;564,563;0
02.01.2023;CET;05:30;05:45;MW;0,000;0,000;0,011;0,000;0,011;45,304;15,540;45,589;355,173;461,606;0
02.01.2023;CET;05:45;06:00;MW;0,000;0,000;0,011;0,000;0,011;53,072;13,712;39,939;252,053;358,776;0
02.01.2023;CET;06:00;06:15;MW;0,000;0,000;0,006;0,000;0,006;77,822;24,438;65,878;490,594;658,732;0
02.01.2023;CET;06:15;06:30;MW;0,000;0,000;0,027;0,000;0,027;61,529;15,159;46,587;475,055;598,330;0
02.01.2023;CET;06:30;06:45;MW;0,000;0,000;0,004;6,068;6,072;73,175;36,267;82,031;603,624;795,097;0
02.01.2023;CET;06:45;07:00;MW;0,000;0,000;0,010;0,000;0,010;76,351;33,862;89,041;669,030;868,284;0
02.01.2023;CET;07:00;07:15;MW;0,000;0,000;0,027;0,000;0,027;67,694;32,992;80,317;699,219;880,222;0
02.01.2023;CET;07:15;07:30;MW;0,000;0,000;0,007;0,000;0,007;53,892;28,673;71,547;398,623;552,735;0
02.01.2023;CET;07:30;07:45;MW;0,000;0,000;0,008;6,232;6,240;54,297;16,328;47,201;138,727;256,553;0
02.01.2023;CET;07:45;08:00;MW;0,000;0,000;0,018;0,549;0,567;64,317;33,081;66,296;179,804;343,498;0
02.01.2023;CET;08:00;08:15;MW;0,019;0,000;0,000;0,000;0,019;264,563;36,473;81,862;230,491;613,389;0
02.01.2023;CET;08:15;08:30;MW;0,000;0,000;0,000;0,000;0,000;309,347;31,947;73,329;261,320;675,943;0
02.01.2023;CET;08:30;08:45;MW;0,000;0,000;0,010;0,000;0,010;269,929;15,510;46,046;144,482;475,967;0
02.01.2023;CET;08:45;09:00;MW;0,000;0,000;0,024;0,616;0,640;233,056;17,350;42,728;83,649;376,783;0
02.01.2023;CET;09:00;09:15;MW;0,001;0,005;0,192;1,267;1,465;62,763;8,763;21,168;34,017;126,711;0
02.01.2023;CET;09:15;09:30;MW;0,000;0,000;0,018;0,000;0,018;61,904;14,544;33,888;76,336;186,672;0
02.01.2023;CET;09:30;09:45;MW;0,000;0,128;0,556;0,446;1,130;6,805;2,332;5,021;5,873;20,031;0
02.01.2023;CET;09:45;10:00;MW;0,001;6,062;3,485;153,505;163,053;0,368;0,129;2,113;0,648;3,258;0
02.01.2023;CET;10:00;10:15;MW;0,000;3,423;1,830;51,980;57,233;1,185;0,344;1,864;8,019;11,412;0
02.01.2023;CET;10:15;10:30;MW;0,000;0,867;0,465;7,187;8,519;2,101;0,513;3,258;1,728;7,600;0
02.01.2023;CET;10:30;10:45;MW;0,000;3,726;0,940;21,306;25,972;1,528;0,376;1,760;1,949;5,613;0
02.01.2023;CET;10:45;11:00;MW;0,000;0,049;0,315;0,680;1,044;0,870;0,541;2,500;3,823;7,734;0
02.01.2023;CET;11:00;11:15;MW;0,000;0,000;0,075;0,413;0,488;127,847;9,428;4,110;63,347;204,732;0
02.01.2023;CET;11:15;11:30;MW;0,000;0,000;0,048;0,000;0,048;255,859;12,188;6,329;471,696;746,072;0
02.01.2023;CET;11:30;11:45;MW;0,000;0,000;0,127;0,000;0,127;241,203;11,163;3,992;260,468;516,826;0
02.01.2023;CET;11:45;12:00;MW;0,000;0,010;0,182;0,958;1,150;40,898;6,856;1,980;22,361;72,095;0
02.01.2023;CET;12:00;12:15;MW;0,000;0,521;0,795;20,937;22,253;14,810;5,010;1,926;62,175;83,921;0
02.01.2023;CET;12:15;12:30;MW;0,000;0,057;0,188;0,669;0,914;27,421;9,266;1,796;65,614;104,097;0
02.01.2023;CET;12:30;12:45;MW;0,213;0,405;0,270;1,823;2,711;0,031;1,491;1,839;0,724;4,085;0
02.01.2023;CET;12:45;13:00;MW;0,000;0,000;0,135;0,820;0,955;19,566;7,419;2,692;77,761;107,438;0
02.01.2023;CET;13:00;13:15;MW;0,000;0,000;0,091;0,266;0,357;26,870;10,195;3,755;31,890;72,710;0
02.01.2023;CET;13:15;13:30;MW;0,000;0,000;0,195;0,167;0,362;11,431;5,012;1,597;12,676;30,716;0
02.01.2023;CET;13:30;13:45;MW;0,010;0,380;0,213;0,224;0,827;0,627;1,226;1,732;1,283;4,868;0
02.01.2023;CET;13:45;14:00;MW;0,000;0,044;0,193;0,058;0,295;7,679;2,525;2,441;21,309;33,954;0
02.01.2023;CET;14:00;14:15;MW;0,000;0,000;0,060;0,000;0,060;35,172;13,482;4,765;202,727;256,146;0
02.01.2023;CET;14:15;14:30;MW;0,000;0,000;0,036;0,000;0,036;47,829;12,515;5,088;348,624;414,056;0
02.01.2023;CET;14:30;14:45;MW;0,000;0,000;0,149;0,000;0,149;57,361;13,297;2,996;157,660;231,314;0
02.01.2023;CET;14:45;15:00;MW;0,000;0,000;0,079;0,746;0,825;50,237;12,620;2,429;123,375;188,661;0
02.01.2023;CET;15:00;15:15;MW;0,026;1,338;1,249;12,018;14,631;5,012;1,618;2,138;22,964;31,732;0
02.01.2023;CET;15:15;15:30;MW;0,000;3,027;6,143;50,648;59,818;1,111;0,238;2,018;1,207;4,574;0
02.01.2023;CET;15:30;15:45;MW;0,309;5,195;4,265;25,579;35,348;0,015;0,026;2,646;0,387;3,074;0
02.01.2023;CET;15:45;16:00;MW;0,001;0,604;0,370;2,885;3,860;12,301;1,240;2,549;12,873;28,963;0
02.01.2023;CET;16:00;16:15;MW;0,947;0,000;0,034;0,164;1,145;115,665;10,813;5,768;238,514;370,760;0
02.01.2023;CET;16:15;16:30;MW;4,923;2,426;13,222;2,341;22,912;15,882;2,445;2,591;10,929;31,847;0
02.01.2023;CET;16:30;16:45;MW;0,000;0,744;3,336;0,452;4,532;63,644;8,330;3,137;60,486;135,597;0
02.01.2023;CET;16:45;17:00;MW;0,000;0,000;0,135;4,870;5,005;2,833;3,691;2,832;5,081;14,437;0
02.01.2023;CET;17:00;17:15;MW;0,000;0,000;0,084;0,315;0,399;24,024;9,729;3,654;33,235;70,642;0
02.01.2023;CET;17:15;17:30;MW;0,000;0,000;0,086;0,000;0,086;58,885;10,504;4,340;72,162;145,891;0
02.01.2023;CET;17:30;17:45;MW;0,000;0,000;0,088;0,121;0,209;95,733;15,034;3,892;325,606;440,265;0
02.01.2023;CET;17:45;18:00;MW;0,000;0,000;0,023;0,000;0,023;212,640;20,625;12,269;705,679;951,213;0
02.01.2023;CET;18:00;18:15;MW;0,494;0,000;0,006;0,531;1,031;71,599;15,958;5,588;260,200;353,345;0
02.01.2023;CET;18:15;18:30;MW;0,000;0,000;0,053;2,040;2,093;67,525;10,853;4,028;175,935;258,341;0
02.01.2023;CET;18:30;18:45;MW;0,161;0,000;0,032;0,000;0,193;81,649;13,296;5,767;269,426;370,138;0
02.01.2023;CET;18:45;19:00;MW;0,000;0,000;0,064;0,000;0,064;128,053;15,353;6,841;500,931;651,178;0
02.01.2023;CET;19:00;19:15;MW;0,000;0,000;0,044;0,216;0,260;54,381;7,494;3,268;136,989;202,132;0
02.01.2023;CET;19:15;19:30;MW;0,683;0,000;0,124;2,506;3,313;24,683;6,306;3,505;49,198;83,692;0
02.01.2023;CET;19:30;19:45;MW;0,003;0,000;0,076;0,275;0,354;45,056;10,203;3,515;126,507;185,281;0
02.01.2023;CET;19:45;20:00;MW;2,973;0,000;0,073;1,623;4,669;35,003;9,230;3,583;79,514;127,330;0
02.01.2023;CET;20:00;20:15;MW;0,105;0,000;0,110;0,213;0,428;26,149;8,576;3,012;79,908;117,645;0
02.01.2023;CET;20:15;20:30;MW;0,000;0,000;0,097;0,000;0,097;54,761;15,858;4,492;390,857;465,968;0
02.01.2023;CET;20:30;20:45;MW;0,025;0,052;0,072;0,491;0,640;36,925;13,595;4,752;272,337;327,609;0
02.01.2023;CET;20:45;21:00;MW;0,000;0,000;0,007;0,000;0,007;63,725;15,113;7,581;534,933;621,352;0
02.01.2023;CET;21:00;21:15;MW;0,000;0,154;0,067;2,357;2,578;17,408;5,236;3,244;96,485;122,373;0
02.01.2023;CET;21:15;21:30;MW;0,000;1,582;14,435;16,465;32,482;9,102;1,807;2,198;21,831;34,938;0
02.01.2023;CET;21:30;21:45;MW;0,000;0,427;1,991;1,411;3,829;16,077;5,124;2,403;21,956;45,560;0
02.01.2023;CET;21:45;22:00;MW;0,000;0,000;0,034;0,496;0,530;23,840;9,472;3,601;105,510;142,423;0
02.01.2023;CET;22:00;22:15;MW;0,031;1,463;1,801;3,259;6,554;2,971;1,962;2,412;9,555;16,900;0
02.01.2023;CET;22:15;22:30;MW;0,000;0,883;0,096;2,093;3,072;6,276;4,019;2,041;8,187;20,523;0
02.01.2023;CET;22:30;22:45;MW;0,097;0,015;0,055;1,302;1,469;8,706;2,935;2,491;25,902;40,034;0
02.01.2023;CET;22:45;23:00;MW;0,000;0,072;0,050;0,300;0,422;16,586;4,247;3,134;32,449;56,416;0
02.01.2023;CET;23:00;23:15;MW;0,000;0,286;0,041;1,266;1,593;37,455;7,457;3,229;85,990;134,131;0
02.01.2023;CET;23:15;23:30;MW;0,000;0,000;0,003;0,000;0,003;52,790;16,099;4,551;384,961;458,401;0
02.01.2023;CET;23:30;23:45;MW;0,006;0,000;0,040;0,186;0,232;40,724;14,295;3,588;246,400;305,007;0
02.01.2023;CET;23:45;00:00;MW;0,001;0,000;0,062;0,982;1,045;22,331;7,588;2,434;140,923;173,276;0
03.01.2023;CET;00:00;00:15;MW;0,029;0,505;0,167;6,922;7,623;55,825;5,294;1,657;7,243;70,019;0
03.01.2023;CET;00:15;00:30;MW;0,000;0,000;0,086;0,446;0,532;127,469;11,907;1,543;221,157;362,076;0
03.01.2023;CET;00:30;00:45;MW;0,000;0,001;0,061;0,000;0,062;154,227;10,946;3,140;270,404;438,717;0
03.01.2023;CET;00:45;01:00;MW;0,000;0,000;0,043;0,000;0,043;137,851;14,009;3,457;280,794;436,111;0
03.01.2023;CET;01:00;01:15;MW;0,000;0,000;0,063;4,634;4,697;155,835;13,543;2,599;417,589;589,566;0
03.01.2023;CET;01:15;01:30;MW;0,000;0,000;0,075;0,000;0,075;162,215;13,270;3,544;354,085;533,114;0
03.01.2023;CET;01:30;01:45;MW;0,000;0,000;0,141;0,000;0,141;159,593;14,128;3,565;246,652;423,938;0
03.01.2023;CET;01:45;02:00;MW;0,000;0,000;0,065;0,025;0,090;89,157;8,765;3,365;212,147;313,434;0
03.01.2023;CET;02:00;02:15;MW;0,000;0,000;0,062;0,000;0,062;161,524;12,121;3,066;156,205;332,916;0
03.01.2023;CET;02:15;02:30;MW;0,054;0,000;0,049;0,035;0,138;120,253;9,014;2,622;99,460;231,349;0
03.01.2023;CET;02:30;02:45;MW;0,014;0,380;0,148;7,225;7,767;0,707;1,388;1,222;1,545;4,862;0
03.01.2023;CET;02:45;03:00;MW;0,000;0,079;0,132;0,512;0,723;0,582;0,605;1,291;1,318;3,796;0
03.01.2023;CET;03:00;03:15;MW;0,001;6,283;17,838;3,728;27,850;0,595;0,209;1,278;1,212;3,294;0
03.01.2023;CET;03:15;03:30;MW;0,000;0,000;0,186;10,856;11,042;3,842;0,863;1,359;4,792;10,856;0
03.01.2023;CET;03:30;03:45;MW;0,000;0,500;0,130;1,067;1,697;1,227;1,479;1,530;1,475;5,711;0
03.01.2023;CET;03:45;04:00;MW;0,000;0,037;0,027;0,076;0,140;52,521;3,815;3,403;129,292;189,031;0
03.01.2023;CET;04:00;04:15;MW;0,000;0,015;0,089;3,278;3,382;62,564;2,738;2,559;47,635;115,496;0
03.01.2023;CET;04:15;04:30;MW;0,000;0,005;0,253;1,926;2,184;24,140;0,896;1,600;9,546;36,182;0
03.01.2023;CET;04:30;04:45;MW;0,000;0,265;0,261;0,615;1,141;40,092;2,832;2,235;60,214;105,373;0
03.01.2023;CET;04:45;05:00;MW;0,000;0,040;0,187;3,765;3,992;31,707;3,787;1,795;53,446;90,735;0
03.01.2023;CET;05:00;05:15;MW;0,000;0,002;0,053;0,000;0,055;94,169;6,482;2,760;135,936;239,347;0
03.01.2023;CET;05:15;05:30;MW;0,000;0,000;0,025;0,000;0,025;146,760;12,180;2,502;194,422;355,864;0
03.01.2023;CET;05:30;05:45;MW;0,000;1,625;3,917;5,461;11,003;40,571;1,739;1,771;30,974;75,055;0
03.01.2023;CET;05:45;06:00;MW;2,742;14,882;35,538;8,859;62,021;11,377;1,126;1,789;53,121;67,413;0
03.01.2023;CET;06:00;06:15;MW;0,000;0,000;0,013;0,000;0,013;9,269;6,969;3,458;358,996;378,692;0
03.01.2023;CET;06:15;06:30;MW;0,000;0,000;0,017;0,000;0,017;100,530;13,297;4,975;374,240;493,042;0
03.01.2023;CET;06:30;06:45;MW;0,000;0,000;0,041;0,348;0,389;45,730;6,139;2,180;49,538;103,587;0
